,Country,Land,BMZ Nummer,Projektführendes Referat,Vorhabenbezeichnung,Inhaltliche Erläuterung,Haushaltstitel,Projektbeginn,Geplantes Projektende,Auftragsbetrag gesamt BMZ-Mittel,Auszahlungsbetrag gesamt,Geplante Beauftragungen 2023,Ländernamen
0,Nigeria,NGA,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Thailand,THA,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Marokko,MAR,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Philippinen,PHL,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Tansania,TZA,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Nigeria,NGA,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Thailand,THA,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Uganda,UGA,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Nepal,NPL,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Vietnam,VNM,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Vietnam,VNM,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Peru,PER,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Sambia,ZMB,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
14,Pakistan,PAK,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Palästinensische Gebiete,PSE,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Serbien,SRB,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Senegal,SEN,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Tunesien,TUN,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Ukraine,UKR,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Vietnam,VNM,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
14,Kosovo,XKX,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
